Monat;Strom in W/m2NGF;Warmwasser thermisch in in W/m2NGF;Waerme in W/m2NGF;Kaelte in W/m2NGF;Wind in MW;Photovoltaik in kW;Stunde;Datum
1;1,4400;0,02000;5,75;0;1560;0;456;19.01.2021
1;1,3600;0,27000;7,45;0;1436;0;457;20.01.2021
1;1,2100;0,27000;7,75;0;1355;0;458;20.01.2021
1;1,1800;0,27000;7,94;0;1254;0;459;20.01.2021
1;1,1600;0,27000;8,05;0;1215;0;460;20.01.2021
1;1,1800;0,27000;8,13;0;1172;0;461;20.01.2021
1;1,3700;0,55000;8,07;0;1047;0;462;20.01.2021
1;1,7700;1,10000;7,68;0;890;0;463;20.01.2021
1;2,3000;1,64000;7,1;0;811;0;464;20.01.2021
1;2,6100;1,64000;6,66;0;831;4,4;465;20.01.2021
1;2,7000;1,37000;5,84;0;713;13,9;466;20.01.2021
1;2,8000;0,83000;4,98;0;525;22,5;467;20.01.2021
1;2,9600;1,37000;4,58;0;505;24,3;468;20.01.2021
1;2,9500;1,64000;4,61;0;427;22;469;20.01.2021
1;2,7800;1,95000;0;0;401;144;470;20.01.2021
1;2,6400;1,28000;0;0;403;106,9;471;20.01.2021
1;2,6500;1,15000;0;0;323;52,3;472;20.01.2021
1;3,1500;2,47000;0;0;346;0,3;473;20.01.2021
1;3,5600;1,92000;0;0;285;0;474;20.01.2021
1;3,5700;1,10000;0,4;0;181;0;475;20.01.2021
1;3,0300;1,10000;5,49;0;164;0;476;20.01.2021
1;2,5000;0,55000;6,21;0;178;0;477;20.01.2021
1;2,3400;0,55000;6,47;0;142;0;478;20.01.2021
1;2,0800;0,55000;7,08;0;101;0;479;20.01.2021
1;1,5600;0,27000;7,64;0;82;0;480;20.01.2021
1;1,7200;0,27000;7,65;0;35;0;481;21.01.2021
1;1,4100;0,27000;7,96;0;13;0;482;21.01.2021
1;1,2500;0,27000;8,17;0;12;0;483;21.01.2021
1;1,2000;0,27000;8,28;0;16;0;484;21.01.2021
1;1,1600;0,27000;8,35;0;22;0;485;21.01.2021
1;1,1600;0,27000;8,4;0;25;0;486;21.01.2021
1;1,2000;0,27000;8,26;0;52;0;487;21.01.2021
1;1,3200;0,55000;7,94;0;89;0;488;21.01.2021
1;1,8600;0,83000;1,52;0;109;21,4;489;21.01.2021
1;2,5700;1,64000;0;0;140;95,5;490;21.01.2021
1;3,0700;1,95000;0;0;114;151,1;491;21.01.2021
1;3,4700;1,88000;0;0;72;33,9;492;21.01.2021
1;3,5200;2,19000;0;0;48;80,7;493;21.01.2021
1;3,0500;1,92000;0;0;34;9,8;494;21.01.2021
1;2,5300;1,37000;0;0;20;66,1;495;21.01.2021
1;2,2600;1,10000;0;0;17;63,2;496;21.01.2021
1;2,1200;1,37000;0;0;19;3,2;497;21.01.2021
1;2,3900;1,64000;0;0;14;0;498;21.01.2021
1;2,8200;1,64000;0;0;16;0;499;21.01.2021
1;3,1000;1,10000;2,98;0;12;0;500;21.01.2021
1;2,8700;1,10000;5,52;0;5;0;501;21.01.2021
1;2,5200;0,55000;5,84;0;4;0;502;21.01.2021
1;2,2300;0,55000;6,42;0;4;0;503;21.01.2021
1;1,4400;0,27000;7,11;0;4;0;504;21.01.2021
1;1,2300;0,27000;7,33;0;4;0;505;22.01.2021
1;1,1800;0,27000;7,46;0;4;0;506;22.01.2021
1;1,1600;0,55000;7,54;0;4;0;507;22.01.2021
1;1,1700;0,55000;7,59;0;6;0;508;22.01.2021
1;1,2800;1,10000;8,13;0;12;0;509;22.01.2021
1;2,0600;1,64000;7,39;0;20;0;510;22.01.2021
1;2,6100;2,81000;8,69;0;33;0;511;22.01.2021
1;2,6700;2,81000;8,4;0;43;0,3;512;22.01.2021
1;13,4900;2,53000;2,08;0;99;13,8;513;22.01.2021
1;8,4100;2,05000;0;0;154;37,1;514;22.01.2021
1;8,4400;1,77000;0;0;326;57,2;515;22.01.2021
1;8,6100;2,37000;0;0;340;67,8;516;22.01.2021
1;8,5900;2,91000;0;0;355;68,5;517;22.01.2021
1;8,4000;2,05000;0;0;430;59,9;518;22.01.2021
1;8,2500;1,49000;0;0;329;39,6;519;22.01.2021
1;14,2300;1,49000;0;0;373;17,3;520;22.01.2021
1;14,5500;2,05000;0;0;516;0,3;521;22.01.2021
1;7,5500;2,32000;0;0;914;0;522;22.01.2021
1;6,6900;1,99000;0;0;1494;0;523;22.01.2021
1;2,9800;1,65000;0;0;1786;0;524;22.01.2021
1;2,6000;1,10000;0;0;1906;0;525;22.01.2021
1;2,2600;0,55000;0;0;1856;0;526;22.01.2021
1;1,8300;0,55000;1,36;0;1714;0;527;22.01.2021
1;1,4400;0,02000;7,39;0;1428;0;528;22.01.2021
1;1,2300;0,27000;7,78;0;1296;0;529;23.01.2021
1;1,1800;0,27000;8,08;0;1093;0;530;23.01.2021
1;1,1600;0,55000;8,38;0;811;0;531;23.01.2021
1;1,1700;0,55000;8,59;0;688;0;532;23.01.2021
1;1,2800;1,10000;9,3;0;494;0;533;23.01.2021
1;2,0600;1,64000;8,64;0;376;0;534;23.01.2021
1;2,6100;2,81000;10,3;0;323;0;535;23.01.2021
1;2,6700;2,81000;10,06;0;198;0,3;536;23.01.2021
1;13,4900;2,53000;1,83;0;54;20,6;537;23.01.2021
1;8,4100;2,05000;0;0;10;52,3;538;23.01.2021
1;6,2800;1,77000;0;0;4;77,5;539;23.01.2021
1;6,4600;2,37000;0;0;10;95,6;540;23.01.2021
1;6,4400;2,91000;0;0;15;102,4;541;23.01.2021
1;6,2400;2,05000;0;0;32;89,4;542;23.01.2021
1;6,0900;1,49000;0;0;85;64,3;543;23.01.2021
1;14,2300;1,49000;0;0;153;32,1;544;23.01.2021
1;14,5500;2,05000;0;0;367;0,3;545;23.01.2021
1;7,5500;2,32000;0;0;752;0;546;23.01.2021
1;6,6900;1,99000;0;0;968;0;547;23.01.2021
1;2,9800;1,41000;0;0;1433;0;548;23.01.2021
1;2,6000;1,35000;2,17;0;1715;0;549;23.01.2021
1;2,2600;0,55000;7,63;0;2011;0;550;23.01.2021
1;1,8300;0,55000;8,57;0;2262;0;551;23.01.2021
1;1,4400;0,27000;9,26;0;2241;0;552;23.01.2021
1;1,2300;0,27000;9,77;0;2245;0;553;24.01.2021
1;1,1800;0,27000;10,14;0;2154;0;554;24.01.2021
1;1,1600;0,55000;10,48;0;1967;0;555;24.01.2021
1;1,1700;0,55000;10,74;0;1700;0;556;24.01.2021
1;1,2800;0,85000;11,61;0;1310;0;557;24.01.2021
1;2,0600;1,64000;11,03;0;971;0;558;24.01.2021
1;2,6100;2,81000;13,34;0;653;0;559;24.01.2021
1;2,6700;2,81000;13,14;0;501;0,3;560;24.01.2021
1;13,4900;2,53000;6,92;0;472;14,6;561;24.01.2021
1;8,4100;2,05000;3,36;0;414;42,6;562;24.01.2021
1;6,2800;1,77000;4,95;0;315;59;563;24.01.2021
1;6,4600;2,37000;3,95;0;244;68,1;564;24.01.2021
1;6,4400;2,91000;3,64;0;235;69,4;565;24.01.2021
1;6,2400;2,05000;4,26;0;201;60,2;566;24.01.2021
1;6,0900;1,49000;5,79;0;134;40,8;567;24.01.2021
1;12,0700;1,49000;7,56;0;100;19,1;568;24.01.2021
1;14,5500;2,05000;5,98;0;74;0,6;569;24.01.2021
1;7,5500;2,32000;4,84;0;89;0;570;24.01.2021
1;6,6900;1,99000;5,03;0;52;0;571;24.01.2021
1;2,9800;1,41000;9,62;0;19;0;572;24.01.2021
1;2,6000;1,10000;9,8;0;10;0;573;24.01.2021
1;2,2600;0,55000;10,21;0;4;0;574;24.01.2021
1;1,8300;0,55000;10,98;0;4;0;575;24.01.2021
1;1,4400;0,27000;11,53;0;4;0;576;24.01.2021
1;1,2300;0,27000;11,8;0;5;0;577;25.01.2021
1;1,1800;0,27000;11,91;0;5;0;578;25.01.2021
1;1,1600;0,55000;12,01;0;4;0;579;25.01.2021
1;1,1700;0,55000;12,08;0;4;0;580;25.01.2021
1;1,2800;1,10000;12,91;0;6;0;581;25.01.2021
1;2,0600;1,64000;12,23;0;4;0;582;25.01.2021
1;2,6100;2,81000;14,72;0;4;0;583;25.01.2021
1;2,6700;2,81000;14,46;0;4;0,3;584;25.01.2021
1;13,4900;2,53000;2,66;0;4;24,5;585;25.01.2021
1;8,4100;2,05000;0;0;4;68,2;586;25.01.2021
1;6,2800;1,77000;0;0;4;109,6;587;25.01.2021
1;6,4600;2,37000;0;0;4;146,6;588;25.01.2021
1;6,4400;2,91000;0;0;4;170,2;589;25.01.2021
1;6,2400;2,05000;0;0;4;154,9;590;25.01.2021
1;6,0900;1,49000;0;0;4;106,7;591;25.01.2021
1;6,1000;1,49000;0;0;4;55,1;592;25.01.2021
1;14,5500;2,05000;0;0;4;0,6;593;25.01.2021
1;7,5500;2,32000;0;0;4;0;594;25.01.2021
1;6,6900;1,99000;0;0;4;0;595;25.01.2021
1;2,9800;1,41000;0;0;4;0;596;25.01.2021
1;2,6000;1,10000;0;0;4;0;597;25.01.2021
1;2,2600;0,55000;4,84;0;4;0;598;25.01.2021
1;1,8300;0,55000;7,59;0;4;0;599;25.01.2021
1;1,4400;0,27000;7,66;0;4;0;600;25.01.2021
1;1,2300;0,27000;7,59;0;4;0;601;26.01.2021
1;1,1800;0,27000;7,49;0;4;0;602;26.01.2021
1;1,1600;0,55000;7,33;0;4;0;603;26.01.2021
1;1,1700;0,55000;7,16;0;4;0;604;26.01.2021
1;1,2800;1,10000;7,49;0;4;0;605;26.01.2021
1;2,0600;1,64000;6,63;0;4;0;606;26.01.2021
1;2,6100;2,81000;7,6;0;4;0;607;26.01.2021
1;2,6700;2,81000;7,19;0;4;0,3;608;26.01.2021
1;13,4900;2,53000;0;0;4;24,2;609;26.01.2021
1;8,4100;2,05000;0;0;4;84,9;610;26.01.2021
1;6,2800;1,77000;0;0;4;126,5;611;26.01.2021
1;6,4600;2,37000;0;0;4;163,8;612;26.01.2021
1;6,4400;2,91000;0;0;4;175,9;613;26.01.2021
1;6,2400;2,05000;0;0;4;156,6;614;26.01.2021
1;6,0900;1,49000;0;0;4;121,4;615;26.01.2021
1;6,1000;1,49000;0;0;4;63,3;616;26.01.2021
1;14,5500;2,05000;0;0;4;1,6;617;26.01.2021
1;7,5500;2,32000;0;0;4;0;618;26.01.2021
1;6,6900;1,99000;0;0;4;0;619;26.01.2021
1;2,9800;1,41000;0;0;4;0;620;26.01.2021
1;2,6000;1,10000;0;0;4;0;621;26.01.2021
1;2,2600;0,55000;0;0;4;0;622;26.01.2021
1;1,8300;0,55000;0;0;4;0;623;26.01.2021
1;1,4400;0,27000;0;0;4;0;624;26.01.2021
1;1,3600;0,27000;0;0;4;0;625;27.01.2021
1;1,2100;0,27000;0;0;4;0;626;27.01.2021
1;1,1800;0,27000;0;0;4;0;627;27.01.2021
1;1,1600;0,27000;0;0;4;0;628;27.01.2021
1;1,1800;0,27000;0;0;4;0;629;27.01.2021
1;1,3700;0,55000;0;0;4;0;630;27.01.2021
1;1,7700;1,10000;0;0;4;0;631;27.01.2021
1;2,3000;1,64000;0;0;4;0,3;632;27.01.2021
1;2,6100;1,64000;0;0;4;12;633;27.01.2021
1;2,7000;1,37000;0;0;4;28,2;634;27.01.2021
1;2,8000;0,83000;0;0;7;42,2;635;27.01.2021
1;2,9600;1,37000;0;0;15;48,9;636;27.01.2021
1;2,9500;1,64000;0;0;23;49,3;637;27.01.2021
1;2,7800;1,64000;0;0;9;40,8;638;27.01.2021
1;2,6400;1,37000;0;0;4;30,5;639;27.01.2021
1;2,6500;1,37000;0;0;4;14,1;640;27.01.2021
1;3,1500;2,47000;0;0;7;0,6;641;27.01.2021
1;3,5600;1,92000;0;0;28;0;642;27.01.2021
1;3,5700;1,10000;0;0;49;0;643;27.01.2021
1;3,0300;1,10000;0;0;82;0;644;27.01.2021
1;2,5000;0,55000;3,54;0;119;0;645;27.01.2021
1;2,3400;0,55000;5,47;0;134;0;646;27.01.2021
1;2,0800;0,55000;6,19;0;152;0;647;27.01.2021
1;1,5600;0,27000;6,88;0;164;0;648;27.01.2021
1;1,7200;0,27000;7,05;0;179;0;649;28.01.2021
1;1,4100;0,27000;7,65;0;175;0;650;28.01.2021
1;1,2500;0,27000;8,17;0;170;0;651;28.01.2021
1;1,2000;0,27000;8,52;0;142;0;652;28.01.2021
1;1,1600;0,27000;8,78;0;77;0;653;28.01.2021
1;1,1600;0,27000;8,98;0;37;0;654;28.01.2021
1;1,2000;0,27000;8,95;0;21;0;655;28.01.2021
1;1,3200;0,55000;8,71;0;21;0,3;656;28.01.2021
1;1,8600;0,83000;6,52;0;21;21,5;657;28.01.2021
1;2,5700;1,64000;4,03;0;19;51,6;658;28.01.2021
1;3,0700;1,64000;1,52;0;35;82,2;659;28.01.2021
1;3,4700;2,19000;0,49;0;82;95,9;660;28.01.2021
1;3,5200;2,19000;0;0;135;101,2;661;28.01.2021
1;3,0500;1,92000;0,32;0;221;89,9;662;28.01.2021
1;2,5300;1,37000;2,32;0;242;61,8;663;28.01.2021
1;2,2600;1,10000;4,72;0;414;28;664;28.01.2021
1;2,1200;1,37000;7,08;0;601;1,3;665;28.01.2021
1;2,3900;1,64000;7,12;0;526;0;666;28.01.2021
1;2,8200;1,64000;6,44;0;648;0;667;28.01.2021
1;3,1000;1,10000;6,31;0;945;0;668;28.01.2021
1;2,8700;1,10000;6,79;0;1344;0;669;28.01.2021
1;2,5200;0,79000;7,11;0;1705;0;670;28.01.2021
1;2,2300;0,30000;7,68;0;1465;0;671;28.01.2021
1;1,4400;0,27000;8,4;0;1228;0;672;28.01.2021
1;1,2300;0,52000;8,53;0;1815;0;673;29.01.2021
1;1,1800;0,27000;8,47;0;1703;0;674;29.01.2021
1;1,1600;0,55000;8,45;0;2018;0;675;29.01.2021
1;1,1700;0,55000;8,3;0;1766;0;676;29.01.2021
1;1,2800;0,85000;8,64;0;1098;0;677;29.01.2021
1;2,0600;1,64000;7,8;0;835;0;678;29.01.2021
1;2,6100;2,81000;9,07;0;772;0;679;29.01.2021
1;2,6700;2,81000;8,72;0;1115;0,3;680;29.01.2021
1;13,4900;2,53000;3,08;0;885;8,6;681;29.01.2021
1;14,3800;2,05000;0,93;0;516;22,9;682;29.01.2021
1;8,4400;1,77000;0;0;539;34,4;683;29.01.2021
1;6,4600;2,37000;1,65;0;1142;44,8;684;29.01.2021
1;6,4400;2,91000;1,19;0;1222;48,1;685;29.01.2021
1;6,2400;2,29000;1,05;0;2220;47,1;686;29.01.2021
1;12,0700;1,49000;1,84;0;2435;31,9;687;29.01.2021
1;12,0700;1,49000;2,89;0;2448;13,3;688;29.01.2021
1;14,5500;2,05000;0,45;0;2235;0,9;689;29.01.2021
1;7,5500;2,32000;0,09;0;1561;0;690;29.01.2021
1;6,6900;1,74000;0,5;0;1144;0;691;29.01.2021
1;2,9800;1,41000;5,04;0;1273;0;692;29.01.2021
1;2,6000;1,10000;5,33;0;1393;0;693;29.01.2021
1;2,2600;0,55000;5,7;0;1387;0;694;29.01.2021
1;1,8300;0,79000;6,42;0;1614;0;695;29.01.2021
1;1,4400;0,27000;6,89;0;1736;0;696;29.01.2021
1;1,2300;0,27000;7,26;0;1963;0;697;30.01.2021
1;1,1800;0,27000;7,65;0;2175;0;698;30.01.2021
1;1,1600;0,55000;8,02;0;2167;0;699;30.01.2021
1;1,1700;0,55000;8,28;0;2022;0;700;30.01.2021
1;1,2800;1,10000;9,02;0;1886;0;701;30.01.2021
1;2,0600;1,64000;8,44;0;1865;0;702;30.01.2021
1;2,6100;2,81000;10,14;0;1773;0;703;30.01.2021
1;2,6700;2,81000;9,91;0;1601;1;704;30.01.2021
1;7,5200;2,29000;0;0;1276;28,6;705;30.01.2021
1;8,4100;2,05000;0;0;822;110,3;706;30.01.2021
1;8,4400;1,77000;0;0;858;152,3;707;30.01.2021
1;8,6100;2,37000;0;0;702;185,8;708;30.01.2021
1;8,5900;2,91000;0;0;713;200;709;30.01.2021
1;8,4000;2,05000;0;0;687;183,1;710;30.01.2021
1;8,2500;1,49000;0;0;515;148,3;711;30.01.2021
1;8,2500;1,49000;0;0;481;83,9;712;30.01.2021
1;14,5500;2,05000;0;0;509;4;713;30.01.2021
1;7,5500;2,32000;0;0;673;0;714;30.01.2021
1;6,6900;1,99000;0;0;644;0;715;30.01.2021
1;2,9800;1,41000;0;0;418;0;716;30.01.2021
1;2,6000;1,10000;0;0;342;0;717;30.01.2021
1;2,2600;0,55000;0;0;214;0;718;30.01.2021
1;1,8300;0,55000;0;0;145;0;719;30.01.2021
1;1,4400;0,27000;0;0;147;0;720;30.01.2021
1;1,2300;0,27000;0;0;216;0;721;31.01.2021
1;1,1800;0,27000;0;0;285;0;722;31.01.2021
1;1,1600;0,55000;0;0;378;0;723;31.01.2021
1;1,1700;0,55000;0;0;592;0;724;31.01.2021
1;1,2800;1,10000;0;0;858;0;725;31.01.2021
1;2,0600;1,64000;0;0;1053;0;726;31.01.2021
1;2,6100;2,81000;0;0;1429;0;727;31.01.2021
1;2,6700;3,06000;0;0;1635;0,3;728;31.01.2021
1;13,4900;2,29000;0;0;1560;18,6;729;31.01.2021
1;8,4100;2,29000;0;0;1736;41,3;730;31.01.2021
1;8,4400;1,77000;0;0;1951;59,6;731;31.01.2021
1;8,6100;2,37000;0;0;2218;74,5;732;31.01.2021
1;8,5900;2,91000;0;0;2495;76,8;733;31.01.2021
1;8,4000;2,05000;0;0;2654;63,2;734;31.01.2021
1;8,2500;1,49000;0;0;2554;54,6;735;31.01.2021
1;14,2300;1,49000;0;0;2257;24,3;736;31.01.2021
1;14,5500;2,05000;0;0;2078;0,9;737;31.01.2021
1;7,5500;2,32000;0;0;2014;0;738;31.01.2021
1;6,6900;1,99000;0;0;2036;0;739;31.01.2021
1;2,9800;1,41000;0;0;1851;0;740;31.01.2021
1;2,6000;1,10000;0;0;1673;0;741;31.01.2021
1;2,2600;0,30000;0;0;1504;0;742;31.01.2021
1;1,8300;0,55000;0;0;1147;0;743;31.01.2021
1;1,4400;0,27000;0;0;1251;0;744;31.01.2021
2;1,2300;0,52000;0;0;1653;0;745;01.02.2021
2;1,1800;0,02000;0;0;1468;0;746;01.02.2021
2;1,1600;0,55000;0;0;1058;0;747;01.02.2021
2;1,1700;0,55000;0;0;761;0;748;01.02.2021
2;1,2800;1,10000;0;0;624;0;749;01.02.2021
2;2,0600;1,64000;3,54;0;408;0;750;01.02.2021
2;2,6100;2,81000;6,62;0;390;0;751;01.02.2021
2;2,6700;2,81000;6,37;0;369;0,3;752;01.02.2021
2;13,4900;2,53000;0,12;0;316;20;753;01.02.2021
2;6,2500;2,05000;0,95;0;243;40,4;754;01.02.2021
2;6,2800;1,77000;0;0;189;63,5;755;01.02.2021
2;6,4600;2,37000;0;0;268;78,9;756;01.02.2021
2;6,4400;2,91000;0;0;412;72,9;757;01.02.2021
2;6,2400;2,05000;0;0;438;65,2;758;01.02.2021
2;8,2500;1,49000;0;0;484;48,6;759;01.02.2021
2;14,2300;1,49000;0;0;504;21,7;760;01.02.2021
2;14,5500;2,05000;0;0;565;0,9;761;01.02.2021
2;7,5500;2,32000;0;0;737;0;762;01.02.2021
2;6,6900;1,99000;0;0;798;0;763;01.02.2021
2;2,9800;1,41000;0;0;644;0;764;01.02.2021
2;2,6000;1,10000;0;0;951;0;765;01.02.2021
2;2,2600;0,79000;1,33;0;1751;0;766;01.02.2021
2;1,8300;0,55000;5,6;0;2219;0;767;01.02.2021
2;1,4400;0,27000;6,1;0;2360;0;768;01.02.2021
2;1,2300;0,27000;6,38;0;2218;0;769;02.02.2021
2;1,1800;0,27000;6,51;0;2060;0;770;02.02.2021
2;1,1600;0,55000;6,61;0;1981;0;771;02.02.2021
2;1,1700;0,55000;6,68;0;2319;0;772;02.02.2021
2;1,2800;1,10000;7,16;0;2431;0;773;02.02.2021
2;2,0600;1,64000;6,43;0;2049;0;774;02.02.2021
2;2,6100;2,81000;7,5;0;2326;0;775;02.02.2021
2;2,6700;2,81000;7,22;0;2130;0,3;776;02.02.2021
2;13,4900;2,53000;0;0;1844;28,2;777;02.02.2021
2;8,4100;2,05000;0;0;1971;68,4;778;02.02.2021
2;6,2800;1,77000;0;0;1705;102,2;779;02.02.2021
2;6,4600;2,12000;0;0;1531;114;780;02.02.2021
2;6,4400;2,91000;0;0;1460;117,8;781;02.02.2021
2;6,2400;2,05000;0;0;797;105,6;782;02.02.2021
2;6,0900;1,49000;0;0;764;84,5;783;02.02.2021
2;8,2500;1,49000;0;0;707;52,4;784;02.02.2021
2;14,5500;2,05000;0;0;924;2,4;785;02.02.2021
2;7,5500;2,32000;0;0;1273;0;786;02.02.2021
2;6,6900;1,99000;0;0;1257;0;787;02.02.2021
2;2,9800;1,41000;0;0;1445;0;788;02.02.2021
2;2,6000;1,35000;0;0;1570;0;789;02.02.2021
2;2,2600;0,55000;0;0;2208;0;790;02.02.2021
2;1,8300;0,55000;0;0;2760;0;791;02.02.2021
2;1,4400;0,27000;0;0;2546;0;792;02.02.2021
2;1,3600;0,27000;0;0;2385;0;793;03.02.2021
2;1,2100;0,27000;2,18;0;2481;0;794;03.02.2021
2;1,1800;0,27000;7,32;0;2695;0;795;03.02.2021
2;1,1600;0,27000;7,54;0;2282;0;796;03.02.2021
2;1,1800;0,27000;7,65;0;2374;0;797;03.02.2021
2;1,3700;0,55000;7,61;0;2602;0;798;03.02.2021
2;1,7700;1,10000;7,27;0;2832;0;799;03.02.2021
2;2,3000;1,64000;6,54;0;2861;2,4;800;03.02.2021
2;2,6100;1,64000;0;0;2741;34,9;801;03.02.2021
2;2,7000;1,38000;0;0;2697;105,8;802;03.02.2021
2;2,8000;0,88000;0;0;2829;140,4;803;03.02.2021
2;2,9600;1,37000;0;0;2925;147,1;804;03.02.2021
2;2,9500;1,64000;0;0;2931;149,3;805;03.02.2021
2;2,7800;1,64000;0;0;2903;150,4;806;03.02.2021
2;2,6400;1,37000;0;0;2866;123,5;807;03.02.2021
2;2,6500;1,31000;0;0;2829;37,9;808;03.02.2021
2;3,1500;2,47000;0;0;2792;0,9;809;03.02.2021
2;3,5600;1,92000;0;0;2853;0;810;03.02.2021
2;3,5700;1,10000;0;0;2797;0;811;03.02.2021
2;3,0300;1,10000;0;0;2750;0;812;03.02.2021
2;2,5000;0,55000;0;0;2520;0;813;03.02.2021
2;2,3400;0,55000;0;0;2199;0;814;03.02.2021
2;2,0800;0,30000;2,5;0;1545;0;815;03.02.2021
2;1,5600;0,27000;8,12;0;1274;0;816;03.02.2021
2;1,7200;0,27000;8,34;0;1291;0;817;04.02.2021
2;1,4100;0,27000;8,94;0;1147;0;818;04.02.2021
2;1,2500;0,27000;9,49;0;606;0;819;04.02.2021
2;1,2000;0,27000;9,84;0;515;0;820;04.02.2021
2;1,1600;0,52000;10,07;0;1611;0;821;04.02.2021
2;1,1600;0,27000;10,29;0;1990;0;822;04.02.2021
2;1,2000;0,27000;10,29;0;1980;0;823;04.02.2021
2;1,3200;0,55000;10,05;0;1700;0,3;824;04.02.2021
2;1,8600;0,83000;6,34;0;1904;29,8;825;04.02.2021
2;2,5700;1,64000;1,08;0;2306;85,9;826;04.02.2021
2;3,0700;1,64000;0,33;0;2336;115,3;827;04.02.2021
2;3,4700;2,19000;0;0;2264;140,2;828;04.02.2021
2;3,5200;2,19000;0;0;2433;126,3;829;04.02.2021
2;3,0500;1,92000;0;0;2719;115,9;830;04.02.2021
2;2,5300;1,37000;1,81;0;2831;85,3;831;04.02.2021
2;2,2600;1,10000;3,49;0;2905;57;832;04.02.2021
2;2,1200;1,37000;8,58;0;2900;4,1;833;04.02.2021
2;2,3900;1,64000;8,74;0;2889;0;834;04.02.2021
2;2,8200;1,64000;8,06;0;2906;0;835;04.02.2021
2;3,1000;1,10000;7,91;0;2868;0;836;04.02.2021
2;2,8700;1,10000;8,34;0;2860;0;837;04.02.2021
2;2,5200;0,55000;8,64;0;2811;0;838;04.02.2021
2;2,2300;0,55000;9,19;0;2860;0;839;04.02.2021
2;1,4400;0,27000;9,88;0;2858;0;840;04.02.2021
2;1,2300;0,27000;9,98;0;2873;0;841;05.02.2021
2;1,1800;0,27000;9,85;0;2864;0;842;05.02.2021
2;1,1600;0,55000;9,67;0;2829;0;843;05.02.2021
2;1,1700;0,55000;9,52;0;2871;0;844;05.02.2021
2;1,2800;1,10000;10,01;0;2893;0;845;05.02.2021
2;2,0600;1,64000;9,12;0;2909;0;846;05.02.2021
2;2,6100;2,81000;10,7;0;2890;0;847;05.02.2021
2;2,6700;2,81000;10,28;0;2889;1;848;05.02.2021
2;13,4900;2,53000;2,67;0;2879;27,5;849;05.02.2021
2;8,4100;2,05000;0;0;2905;64,7;850;05.02.2021
2;6,2800;1,77000;0;0;2932;89,6;851;05.02.2021
2;6,4600;2,37000;0;0;2932;98,6;852;05.02.2021
2;6,4400;2,91000;0;0;2925;115;853;05.02.2021
2;6,2400;2,05000;0;0;2937;90,8;854;05.02.2021
2;6,0900;1,49000;0;0;2935;61,1;855;05.02.2021
2;6,1000;1,49000;0;0;2955;35;856;05.02.2021
2;14,5500;2,05000;0;0;2831;1,3;857;05.02.2021
2;7,5500;2,32000;0,26;0;2788;0;858;05.02.2021
2;6,6900;1,99000;1,25;0;2850;0;859;05.02.2021
2;2,9800;1,41000;5,81;0;2690;0;860;05.02.2021
2;2,6000;1,10000;6,1;0;2476;0;861;05.02.2021
2;2,2600;0,55000;6,46;0;2560;0;862;05.02.2021
2;1,8300;0,55000;7,18;0;2584;0;863;05.02.2021
2;1,4400;0,27000;7,68;0;2590;0;864;05.02.2021
2;1,2300;0,27000;8,05;0;2512;0;865;06.02.2021
2;1,1800;0,27000;8,39;0;2242;0;866;06.02.2021
2;1,1600;0,55000;8,74;0;1745;0;867;06.02.2021
2;1,1700;0,30000;8,97;0;1512;0;868;06.02.2021
2;1,2800;1,10000;9,73;0;1438;0;869;06.02.2021
2;2,0600;1,64000;9,12;0;1395;0;870;06.02.2021
2;2,6100;2,81000;10,95;0;1315;0;871;06.02.2021
2;2,6700;2,81000;10,56;0;1222;3,2;872;06.02.2021
2;7,5200;2,53000;0;0;1270;47,4;873;06.02.2021
2;6,2500;2,05000;0;0;1350;139,6;874;06.02.2021
2;6,2800;1,77000;0;0;1395;167,4;875;06.02.2021
2;6,4600;2,62000;0;0;2050;141,8;876;06.02.2021
2;6,4400;2,91000;0;0;2494;147,8;877;06.02.2021
2;6,2400;2,05000;0;0;2637;80,2;878;06.02.2021
2;6,0900;1,49000;0;0;2640;46,2;879;06.02.2021
2;12,0700;1,49000;0;0;2619;28,6;880;06.02.2021
2;14,5500;2,05000;0;0;2349;1,3;881;06.02.2021
2;7,5500;2,32000;0;0;2073;0;882;06.02.2021
2;6,6900;1,99000;0;0;2516;0;883;06.02.2021
2;2,9800;1,41000;1,98;0;2420;0;884;06.02.2021
2;2,6000;1,10000;7,41;0;2489;0;885;06.02.2021
2;2,2600;0,55000;7,75;0;2657;0;886;06.02.2021
2;1,8300;0,55000;8,42;0;2677;0;887;06.02.2021
2;1,4400;0,27000;8,85;0;2654;0;888;06.02.2021
2;1,2300;0,27000;9,03;0;2479;0;889;07.02.2021
2;1,1800;0,27000;9,02;0;2436;0;890;07.02.2021
2;1,1600;0,55000;9,03;0;2386;0;891;07.02.2021
2;1,1700;0,55000;8,97;0;2251;0;892;07.02.2021
2;1,2800;1,10000;9,45;0;2265;0;893;07.02.2021
2;2,0600;1,64000;8,67;0;2126;0;894;07.02.2021
2;2,6100;2,81000;10,2;0;2062;0;895;07.02.2021
2;2,6700;2,81000;9,83;0;2029;0,6;896;07.02.2021
2;13,4900;2,53000;3,16;0;1892;25,3;897;07.02.2021
2;8,4100;2,05000;0;0;1820;61,7;898;07.02.2021
2;6,2800;1,77000;0;0;1729;95,1;899;07.02.2021
