Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,808557,-,-,-,46.05,14.5,0,301,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Direction,Pressure,Wind Speed
2019,1,2,15,15,0.2,13,215,18,90,977,0.2
2019,1,2,15,30,0,0,0,0,179,977,0.2
2019,1,2,15,45,-0.1,0,0,0,268,977,0.2
2019,1,2,16,0,-0.30000000000000004,0,0,0,357,977,0.2
2019,1,2,16,15,-0.4,0,0,0,356,977,0.2
2019,1,2,16,30,-0.4,0,0,0,356,978,0.2
2019,1,2,16,45,-0.5,0,0,0,355,978,0.1
2019,1,2,17,0,-0.6000000000000001,0,0,0,355,978,0.1
2019,1,2,17,15,-0.6000000000000001,0,0,0,355,978,0.1
2019,1,2,17,30,-0.7000000000000001,0,0,0,356,978,0.1
2019,1,2,17,45,-0.8,0,0,0,356,978,0.1
2019,1,2,18,0,-0.8,0,0,0,356,978,0.1
2019,1,2,18,15,-0.9,0,0,0,268,979,0.1
2019,1,2,18,30,-0.9,0,0,0,179,979,0.2
2019,1,2,18,45,-0.9,0,0,0,90,979,0.2
2019,1,2,19,0,-1,0,0,0,1,979,0.2
2019,1,2,19,15,-1,0,0,0,2,979,0.2
2019,1,2,19,30,-1,0,0,0,3,979,0.2
2019,1,2,19,45,-1,0,0,0,4,980,0.2
2019,1,2,20,0,-1.1,0,0,0,5,980,0.2
2019,1,2,20,15,-1.1,0,0,0,6,980,0.2
2019,1,2,20,30,-1.1,0,0,0,7,980,0.2
2019,1,2,20,45,-1.2000000000000002,0,0,0,8,980,0.2
2019,1,2,21,0,-1.2000000000000002,0,0,0,9,980,0.2
2019,1,2,21,15,-1.2000000000000002,0,0,0,10,980,0.2
2019,1,2,21,30,-1.2000000000000002,0,0,0,10,980,0.2
2019,1,2,21,45,-1.3,0,0,0,11,980,0.2
2019,1,2,22,0,-1.3,0,0,0,11,980,0.2
2019,1,2,22,15,-1.4000000000000001,0,0,0,12,980,0.2
2019,1,2,22,30,-1.4000000000000001,0,0,0,12,980,0.2
2019,1,2,22,45,-1.5,0,0,0,12,980,0.2
2019,1,2,23,0,-1.6,0,0,0,13,980,0.2
2019,1,2,23,15,-1.6,0,0,0,13,980,0.2
2019,1,2,23,30,-1.6,0,0,0,13,980,0.2
2019,1,2,23,45,-1.6,0,0,0,13,980,0.2
2019,1,3,0,0,-2,0,0,0,14,981,0.2
2019,1,3,0,15,-2.1,0,0,0,15,981,0.2
2019,1,3,0,30,-2.2,0,0,0,15,981,0.2
2019,1,3,0,45,-2.3000000000000003,0,0,0,16,981,0.2
2019,1,3,1,0,-2.5,0,0,0,16,981,0.2
2019,1,3,1,15,-2.5,0,0,0,16,981,0.2
2019,1,3,1,30,-2.6,0,0,0,17,981,0.2
2019,1,3,1,45,-2.6,0,0,0,17,981,0.2
2019,1,3,2,0,-2.7,0,0,0,17,981,0.2
2019,1,3,2,15,-2.7,0,0,0,17,981,0.2
2019,1,3,2,30,-2.8000000000000003,0,0,0,18,981,0.2
2019,1,3,2,45,-2.8000000000000003,0,0,0,18,981,0.2
2019,1,3,3,0,-2.8000000000000003,0,0,0,18,981,0.2
2019,1,3,3,15,-2.9000000000000004,0,0,0,19,981,0.2
2019,1,3,3,30,-3.1,0,0,0,19,981,0.2
2019,1,3,3,45,-3.2,0,0,0,19,982,0.2
2019,1,3,4,0,-3.4000000000000004,0,0,0,20,982,0.2
2019,1,3,4,15,-3.6,0,0,0,20,982,0.2
2019,1,3,4,30,-3.9000000000000004,0,0,0,20,982,0.2
2019,1,3,4,45,-4.1000000000000005,0,0,0,20,982,0.2
2019,1,3,5,0,-4.3,0,0,0,20,982,0.2
2019,1,3,5,15,-4.4,0,0,0,19,982,0.2
2019,1,3,5,30,-4.6000000000000005,0,0,0,19,982,0.2
2019,1,3,5,45,-4.7,0,0,0,19,982,0.2
2019,1,3,6,0,-4.800000000000001,0,0,0,19,983,0.2
2019,1,3,6,15,-4.5,0,0,0,19,983,0.2
2019,1,3,6,30,-4.1000000000000005,0,0,0,19,983,0.2
2019,1,3,6,45,-3.7,0,0,0,19,983,0.2
2019,1,3,7,0,-3.4000000000000004,15,232,22,19,983,0.2
2019,1,3,7,15,-2.8000000000000003,24,372,48,19,983,0.2
2019,1,3,7,30,-2.2,31,478,78,18,983,0.2
2019,1,3,7,45,-1.7000000000000002,37,559,110,18,983,0.2
2019,1,3,8,0,-1.1,42,622,143,17,983,0.2
2019,1,3,8,15,-0.7000000000000001,46,672,175,17,984,0.30000000000000004
2019,1,3,8,30,-0.4,50,701,203,16,984,0.30000000000000004
2019,1,3,8,45,-0.1,53,735,232,16,984,0.30000000000000004
2019,1,3,9,0,0.2,55,763,259,15,984,0.30000000000000004
2019,1,3,9,15,0.4,57,785,283,15,984,0.30000000000000004
2019,1,3,9,30,0.6000000000000001,59,803,305,15,984,0.30000000000000004
2019,1,3,9,45,0.7000000000000001,129,60,149,15,984,0.30000000000000004
2019,1,3,10,0,0.9,60,839,341,15,984,0.30000000000000004
2019,1,3,10,15,1,142,70,166,14,983,0.30000000000000004
2019,1,3,10,30,1.1,145,211,219,14,983,0.30000000000000004
2019,1,3,10,45,1.2000000000000002,147,214,224,14,983,0.4
2019,1,3,11,0,1.3,148,62,170,13,983,0.4
2019,1,3,11,15,1.3,135,18,142,13,983,0.30000000000000004
2019,1,3,11,30,1.3,151,138,200,12,983,0.30000000000000004
2019,1,3,11,45,1.4000000000000001,148,142,198,11,983,0.30000000000000004
2019,1,3,12,0,1.4000000000000001,102,0,102,11,983,0.30000000000000004
2019,1,3,12,15,1.3,136,192,200,9,983,0.30000000000000004
2019,1,3,12,30,1.3,121,23,128,7,983,0.30000000000000004
2019,1,3,12,45,1.2000000000000002,107,2,107,5,983,0.30000000000000004
2019,1,3,13,0,1.2000000000000002,97,0,97,4,982,0.30000000000000004
2019,1,3,13,15,0.9,105,94,130,90,982,0.2
2019,1,3,13,30,0.6000000000000001,76,0,76,177,982,0.2
2019,1,3,13,45,0.30000000000000004,83,72,98,263,982,0.2
2019,1,3,14,0,0,43,677,170,350,982,0.2
2019,1,3,14,15,-0.7000000000000001,41,0,41,346,982,0.1
2019,1,3,14,30,-1.3,31,0,31,343,982,0.1
2019,1,3,14,45,-1.9000000000000001,21,0,21,340,982,0.1
2019,1,3,15,0,-2.6,12,0,12,336,982,0.1
2019,1,3,15,15,-2.8000000000000003,4,7,5,336,982,0.1
2019,1,3,15,30,-3,0,0,0,335,982,0.1
2019,1,3,15,45,-3.2,0,0,0,334,982,0.1
2019,1,3,16,0,-3.4000000000000004,0,0,0,334,982,0.1
2019,1,3,16,15,-3.5,0,0,0,334,982,0.1
2019,1,3,16,30,-3.7,0,0,0,335,982,0.1
2019,1,3,16,45,-3.9000000000000004,0,0,0,335,982,0.1
2019,1,3,17,0,-4,0,0,0,335,982,0.1
2019,1,3,17,15,-4.1000000000000005,0,0,0,335,982,0.2
2019,1,3,17,30,-4.2,0,0,0,336,982,0.2
2019,1,3,17,45,-4.3,0,0,0,336,982,0.30000000000000004
2019,1,3,18,0,-4.5,0,0,0,336,982,0.30000000000000004
2019,1,3,18,15,-4.4,0,0,0,339,982,0.30000000000000004
2019,1,3,18,30,-4.3,0,0,0,342,982,0.2
2019,1,3,18,45,-4.2,0,0,0,345,982,0.2
2019,1,3,19,0,-4.1000000000000005,0,0,0,349,982,0.1
2019,1,3,19,15,-4.1000000000000005,0,0,0,265,982,0.1
2019,1,3,19,30,-4,0,0,0,181,982,0.1
2019,1,3,19,45,-3.9000000000000004,0,0,0,97,983,0.1
2019,1,3,20,0,-3.9000000000000004,0,0,0,13,983,0.1
2019,1,3,20,15,-3.8000000000000003,0,0,0,17,983,0.1
2019,1,3,20,30,-3.8000000000000003,0,0,0,22,983,0.1
2019,1,3,20,45,-3.7,0,0,0,27,983,0.1
2019,1,3,21,0,-3.7,0,0,0,31,983,0.1
2019,1,3,21,15,-3.7,0,0,0,34,983,0.1
2019,1,3,21,30,-3.7,0,0,0,37,983,0.1
2019,1,3,21,45,-3.7,0,0,0,40,983,0.1
2019,1,3,22,0,-3.7,0,0,0,42,983,0.1
2019,1,3,22,15,-3.7,0,0,0,43,983,0.1
2019,1,3,22,30,-3.7,0,0,0,43,983,0.1
2019,1,3,22,45,-3.7,0,0,0,43,983,0.1
2019,1,3,23,0,-3.7,0,0,0,43,983,0.1
2019,1,3,23,15,-3.7,0,0,0,43,983,0.1
2019,1,3,23,30,-3.7,0,0,0,43,983,0.1
2019,1,3,23,45,-3.7,0,0,0,43,983,0.1
2019,1,4,0,0,-3.7,0,0,0,41,984,0.1
2019,1,4,0,15,-3.7,0,0,0,40,984,0.1
2019,1,4,0,30,-3.8000000000000003,0,0,0,39,984,0.1
2019,1,4,0,45,-3.8000000000000003,0,0,0,39,984,0.1
2019,1,4,1,0,-3.9000000000000004,0,0,0,38,984,0.1
2019,1,4,1,15,-4,0,0,0,37,984,0.1
2019,1,4,1,30,-4.1000000000000005,0,0,0,35,984,0.1
2019,1,4,1,45,-4.2,0,0,0,34,984,0.1
2019,1,4,2,0,-4.3,0,0,0,33,984,0.1
2019,1,4,2,15,-4.5,0,0,0,33,984,0.1
2019,1,4,2,30,-4.7,0,0,0,32,984,0.1
2019,1,4,2,45,-4.800000000000001,0,0,0,32,984,0.1
2019,1,4,3,0,-5,0,0,0,32,984,0.1
2019,1,4,3,15,-5.1000000000000005,0,0,0,31,984,0.1
2019,1,4,3,30,-5.300000000000001,0,0,0,30,984,0.1
2019,1,4,3,45,-5.4,0,0,0,29,984,0.1
2019,1,4,4,0,-5.6000000000000005,0,0,0,28,984,0.1
2019,1,4,4,15,-5.6000000000000005,0,0,0,28,984,0.1
2019,1,4,4,30,-5.7,0,0,0,28,984,0.1
2019,1,4,4,45,-5.800000000000001,0,0,0,27,984,0.1
2019,1,4,5,0,-5.9,0,0,0,27,984,0.1
2019,1,4,5,15,-6,0,0,0,27,984,0.1
2019,1,4,5,30,-6,0,0,0,26,984,0.1
2019,1,4,5,45,-6.1000000000000005,0,0,0,26,984,0.1
2019,1,4,6,0,-6.2,0,0,0,26,984,0.1
2019,1,4,6,15,-5.9,0,0,0,27,985,0.1
2019,1,4,6,30,-5.5,0,0,0,27,985,0.1
2019,1,4,6,45,-5.2,0,0,0,28,985,0.1
2019,1,4,7,0,-4.9,14,278,23,29,985,0.1
2019,1,4,7,15,-4.2,22,411,49,30,985,0.1
2019,1,4,7,30,-3.4000000000000004,28,510,79,32,985,0.1
2019,1,4,7,45,-2.7,34,587,111,33,985,0.1
2019,1,4,8,0,-2,39,647,144,35,986,0.2
2019,1,4,8,15,-1.5,43,695,176,33,986,0.2
2019,1,4,8,30,-1,46,733,207,31,986,0.2
2019,1,4,8,45,-0.6000000000000001,49,762,235,29,986,0.2
2019,1,4,9,0,-0.1,51,788,262,27,986,0.2
2019,1,4,9,15,0.2,54,809,287,26,986,0.2
2019,1,4,9,30,0.5,55,826,309,24,986,0.2
2019,1,4,9,45,0.8,58,835,327,22,986,0.2
2019,1,4,10,0,1.1,59,846,343,20,986,0.2
2019,1,4,10,15,1.3,60,855,356,20,985,0.2
2019,1,4,10,30,1.4000000000000001,61,861,366,20,985,0.2
2019,1,4,10,45,1.6,151,160,209,19,985,0.2
2019,1,4,11,0,1.7000000000000002,149,62,171,19,985,0.2
2019,1,4,11,15,1.8,142,284,245,20,985,0.2
2019,1,4,11,30,1.8,63,860,372,20,985,0.2
2019,1,4,11,45,1.8,62,845,361,21,985,0.2
2019,1,4,12,0,1.9000000000000001,115,422,261,21,985,0.2
2019,1,4,12,15,1.8,109,429,253,22,985,0.2
2019,1,4,12,30,1.7000000000000002,125,252,206,23,985,0.2
2019,1,4,12,45,1.7000000000000002,88,0,88,24,985,0.2
2019,1,4,13,0,1.6,49,0,49,25,984,0.2
2019,1,4,13,15,1.3,40,0,40,31,984,0.2
2019,1,4,13,30,1,93,183,138,36,984,0.2
2019,1,4,13,45,0.7000000000000001,83,161,118,42,984,0.2
2019,1,4,14,0,0.4,26,0,26,48,984,0.1
2019,1,4,14,15,0.1,22,0,22,54,984,0.30000000000000004
2019,1,4,14,30,-0.30000000000000004,18,0,18,59,984,0.4
2019,1,4,14,45,-0.6000000000000001,14,0,14,65,984,0.5
2019,1,4,15,0,-0.9,10,0,10,70,984,0.6000000000000001
2019,1,4,15,15,-1,4,0,4,78,984,0.6000000000000001
2019,1,4,15,30,-1,0,0,0,86,984,0.5
2019,1,4,15,45,-1.1,0,0,0,93,984,0.5
2019,1,4,16,0,-1.1,0,0,0,101,984,0.5
2019,1,4,16,15,-1.1,0,0,0,115,984,0.5
2019,1,4,16,30,-1.2000000000000002,0,0,0,129,984,0.5
2019,1,4,16,45,-1.2000000000000002,0,0,0,143,984,0.5
2019,1,4,17,0,-1.2000000000000002,0,0,0,158,984,0.4
2019,1,4,17,15,-1.4000000000000001,0,0,0,169,984,0.4
2019,1,4,17,30,-1.5,0,0,0,181,984,0.5
2019,1,4,17,45,-1.7000000000000002,0,0,0,193,984,0.5
2019,1,4,18,0,-1.8,0,0,0,205,984,0.5
2019,1,4,18,15,-2,0,0,0,213,984,0.5
2019,1,4,18,30,-2.1,0,0,0,222,984,0.4
2019,1,4,18,45,-2.3000000000000003,0,0,0,231,984,0.4
2019,1,4,19,0,-2.4000000000000004,0,0,0,240,984,0.4
2019,1,4,19,15,-2.5,0,0,0,246,984,0.30000000000000004
2019,1,4,19,30,-2.6,0,0,0,252,984,0.30000000000000004
2019,1,4,19,45,-2.7,0,0,0,258,984,0.2
2019,1,4,20,0,-2.8000000000000003,0,0,0,265,984,0.2
2019,1,4,20,15,-2.8000000000000003,0,0,0,266,983,0.2
2019,1,4,20,30,-2.8000000000000003,0,0,0,267,983,0.1
2019,1,4,20,45,-2.9000000000000004,0,0,0,268,983,0.1
2019,1,4,21,0,-2.9000000000000004,0,0,0,270,983,0.1
2019,1,4,21,15,-2.9000000000000004,0,0,0,270,983,0.1
2019,1,4,21,30,-2.9000000000000004,0,0,0,271,983,0.1
2019,1,4,21,45,-2.9000000000000004,0,0,0,272,983,0.1
2019,1,4,22,0,-2.9000000000000004,0,0,0,272,983,0.1
2019,1,4,22,15,-2.8000000000000003,0,0,0,272,982,0.1
2019,1,4,22,30,-2.7,0,0,0,272,982,0.1
2019,1,4,22,45,-2.7,0,0,0,272,982,0.1
2019,1,4,23,0,-2.6,0,0,0,272,982,0.1
2019,1,4,23,15,-2.6,0,0,0,272,982,0.1
2019,1,4,23,30,-2.6,0,0,0,272,982,0.1
2019,1,4,23,45,-2.6,0,0,0,272,982,0.1
2019,1,5,0,0,-2.5,0,0,0,270,982,0.1
2019,1,5,0,15,-2.5,0,0,0,269,982,0.1
2019,1,5,0,30,-2.5,0,0,0,269,982,0.1
2019,1,5,0,45,-2.5,0,0,0,269,982,0.1
2019,1,5,1,0,-2.5,0,0,0,268,982,0.1
2019,1,5,1,15,-2.5,0,0,0,268,981,0.1
2019,1,5,1,30,-2.5,0,0,0,269,981,0.1
2019,1,5,1,45,-2.5,0,0,0,269,981,0.1
2019,1,5,2,0,-2.5,0,0,0,269,981,0.1
2019,1,5,2,15,-2.5,0,0,0,269,981,0.1
2019,1,5,2,30,-2.5,0,0,0,270,981,0.2
2019,1,5,2,45,-2.5,0,0,0,270,981,0.2
2019,1,5,3,0,-2.5,0,0,0,271,981,0.2
2019,1,5,3,15,-2.5,0,0,0,272,980,0.2
2019,1,5,3,30,-2.5,0,0,0,272,980,0.2
