Tue Nov  2 15:15:33 2021    output.dat

         383223021 function calls (361415256 primitive calls) in 312.193 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  3679200    2.346    0.000   22.317    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\simulator.py:54(save_state)
  3679200    2.196    0.000    2.781    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\simulator.py:61(doublecheck)
  3255248    0.582    0.000    0.582    0.000 {method 'append' of 'list' objects}
2936001/2929183    0.430    0.000    0.434    0.000 {built-in method builtins.len}
  2563059    0.466    0.000    0.466    0.000 {built-in method builtins.issubclass}
  2531830    1.096    0.000    1.096    0.000 {method 'items' of 'dict' objects}
  2184989    0.728    0.000    0.728    0.000 {method 'update' of 'dict' objects}
  2169364    0.531    0.000    0.531    0.000 {built-in method __new__ of type object at 0x00007FF81D56CC60}
  2152196    1.210    0.000    1.726    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\copyreg.py:94(__newobj__)
2152196/2151438    7.948    0.000   59.727    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\copy.py:258(_reconstruct)
  2152196    1.833    0.000    1.833    0.000 {method '__reduce_ex__' of 'object' objects}
2151850/2151092    7.074    0.000   35.724    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\copy.py:226(_deepcopy_dict)
  1624735    1.420    0.000    1.420    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\component.py:63(copy_values_from_other)
  1624735   10.643    0.000   13.832    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\component.py:74(is_close_enough_to_previous)
  1624735    0.248    0.000    0.248    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:114(i_restore_state)
  1624735    5.279    0.000    8.175    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:120(i_simulate)
  1624735    0.419    0.000    0.419    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:181(i_restore_state)
  1624735    5.231    0.000    7.523    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:223(seasonal_storage)
  1624735    2.302    0.000    3.199    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:302(simulate_storage)
  1624735    6.735    0.000   19.229    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:360(i_simulate)
  1624735    0.242    0.000    0.242    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:264(i_restore_state)
  1624735    1.475    0.000    2.230    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:275(i_simulate)
  1624735    2.144    0.000   59.189    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\chp_system.py:143(i_restore_state)
  1624735    4.397    0.000    6.203    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\chp_system.py:150(simulate_chp)
  1624735   14.704    0.000   23.243    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\chp_system.py:307(i_simulate)
  1624735    2.315    0.000    2.833    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:76(i_simulate)
  1624735    0.261    0.000    0.261    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:73(i_restore_state)
  1624735    9.663    0.000   16.980    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:387(i_simulate)
  1624735    0.565    0.000    0.565    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:384(i_restore_state)
  1624735    1.783    0.000    1.783    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:324(storage_losses)
  1624735    7.228    0.000   12.708    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:159(i_simulate)
  1624735    0.574    0.000    0.574    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:156(i_restore_state)
  1051200    0.561    0.000    0.561    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\component.py:60(__init__)
  1039393    2.455    0.000    2.455    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:42(convert_electricity)
  1039393    1.570    0.000    1.570    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:240(store)
   772919    0.094    0.000    0.094    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2558(kind)
   525689    0.535    0.000    0.535    0.000 {built-in method now}
   525644    0.271    0.000    0.271    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
   525600   13.133    0.000  214.498    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\simulator.py:219(process_one_timestep)
   525600    0.078    0.000    0.078    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:111(i_save_state)
   525600    0.084    0.000    0.084    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:117(i_doublecheck)
   525600    0.135    0.000    0.135    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:176(i_save_state)
   525600    0.082    0.000    0.082    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:185(i_doublecheck)
   525600    0.082    0.000    0.082    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:348(i_save_state)
   525600    0.087    0.000    0.087    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:351(i_doublecheck)
   525600    0.724    0.000   19.203    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\chp_system.py:139(i_save_state)
   525600    0.087    0.000    0.087    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\chp_system.py:147(i_doublecheck)
   525600    0.094    0.000    0.094    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:82(i_doublecheck)
   525600    0.084    0.000    0.084    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:79(i_save_state)
   525600    0.075    0.000    0.075    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:446(i_doublecheck)
   525600    0.187    0.000    0.187    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:381(i_save_state)
   525600    0.076    0.000    0.076    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:212(i_doublecheck)
   525600    0.202    0.000    0.202    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:153(i_save_state)
   399881    0.050    0.000    0.050    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2546(name)
   390945    0.072    0.000    0.072    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:822(get_animated)
390777/294219    0.280    0.000    0.534    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:241(stale)
   370570    0.620    0.000    0.620    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
366629/366623    0.098    0.000    0.435    0.000 {built-in method builtins.next}
   346936    0.078    0.000    0.078    0.000 {function _Name2StandardEncodingMap.__getitem__ at 0x0000026692979040}
   346766    0.194    0.000    0.272    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\__init__.py:604(__getitem__)
   282024    0.153    0.000    0.153    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\postprocessing.py:253(<genexpr>)
   267985    0.506    0.000    0.506    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:289(withdraw)
   232869    0.128    0.000    0.128    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\postprocessing.py:254(<genexpr>)
   219824    0.045    0.000    0.045    0.000 {method 'pop' of 'dict' objects}
   209538    0.036    0.000    0.036    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:217(axes)
   203897    0.027    0.000    0.027    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2550(default)
   202450    0.035    0.000    0.035    0.000 {method 'endswith' of 'str' objects}
159879/148109    0.631    0.000    3.533    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   140742    0.029    0.000    0.029    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\deprecation.py:419(<genexpr>)
   112567    0.037    0.000    0.037    0.000 {built-in method builtins.iter}
   111921    1.492    0.000    1.492    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   102738    0.067    0.000    0.067    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:107(__init__)
    93789    0.049    0.000    0.049    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1019(get_points)
    89411    0.043    0.000    0.043    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
    89411    0.219    0.000    1.640    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
    88651    0.025    0.000    0.035    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
75913/75827    0.143    0.000    0.143    0.000 {built-in method numpy.asarray}
    74760    0.141    0.000    0.217    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:2094(_setattr_cm)
    73374    0.280    0.000    0.280    0.000 {method 'copy' of 'numpy.ndarray' objects}
    71648    0.067    0.000    0.122    0.000 {built-in method builtins.any}
    64848    0.017    0.000    0.017    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:818(get_visible)
    62454    0.075    0.000    0.118    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1750(__init__)
    62328    0.044    0.000    0.054    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\__init__.py:100(check_in_list)
    61459    0.028    0.000    0.037    0.000 {built-in method builtins.setattr}
59805/35620    0.033    0.000    0.149    0.000 {built-in method builtins.hash}
    57457    5.244    0.000    5.245    0.000 {built-in method numpy.array}
    55872    0.008    0.000    0.008    0.000 {built-in method builtins.divmod}
    54796    0.014    0.000    0.014    0.000 {method 'lower' of 'str' objects}
    54390    0.053    0.000    0.276    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:82(_stale_axes_callback)
    54171    0.005    0.000    0.005    0.000 {built-in method builtins.chr}
    52122    0.066    0.000    0.122    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:259(process)
    51240    0.037    0.000    0.118    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:356(pchanged)
    50037    0.009    0.000    0.009    0.000 {built-in method builtins.callable}
    47757    0.013    0.000    0.013    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1900(get_matrix)
    47536    0.052    0.000    0.052    0.000 {built-in method numpy.asanyarray}
    47288    0.009    0.000    0.009    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2863(parameters)
    46994    0.016    0.000    0.016    0.000 {method 'values' of 'mappingproxy' objects}
    46914    0.014    0.000    0.014    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2638(__init__)
    46914    6.262    0.000    6.567    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2907(_bind)
    46914    0.031    0.000    6.599    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:3038(bind)
46914/15498    0.134    0.000   30.869    0.002 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\deprecation.py:404(wrapper)
    42546    0.021    0.000    0.057    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\__init__.py:1116(is_interactive)
    42462    0.031    0.000    0.088    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\pyplot.py:822(_auto_draw_if_interactive)
    42168    0.026    0.000    0.162    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\figure.py:50(_stale_figure_callback)
    41091    0.009    0.000    0.009    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\figure.py:2362(_get_dpi)
    40693    0.074    0.000    0.089    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:86(__init__)
    40693    0.034    0.000    0.311    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:114(__enter__)
    40693    0.037    0.000    0.126    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:261(helper)
    40692    0.045    0.000    0.165    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:123(__exit__)
39814/21418    0.030    0.000    0.038    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2369(<lambda>)
    39540    0.064    0.000    0.064    0.000 {method 'reshape' of 'numpy.ndarray' objects}
38646/14370    0.056    0.000    0.073    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:180(_invalidate_internal)
    38041    0.006    0.000    0.006    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2633(_amax_dispatcher)
    38041    0.088    0.000    0.807    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2638(amax)
    38041    0.029    0.000    0.872    0.000 <__array_function__ internals>:2(amax)
    37779    0.009    0.000    0.009    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2758(_amin_dispatcher)
    37779    0.087    0.000    0.845    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2763(amin)
    37779    0.031    0.000    0.913    0.000 <__array_function__ internals>:2(amin)
    36311    0.007    0.000    0.007    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:762(get_size_in_points)
    34671    0.019    0.000    0.060    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:193(convert_xunits)
    34671    0.015    0.000    0.040    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:205(convert_yunits)
    34610    0.041    0.000    0.041    0.000 {method 'match' of 're.Pattern' objects}
    34110    0.018    0.000    0.037    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:1304(<genexpr>)
    33177    0.033    0.000    0.047    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\enum.py:358(__call__)
    33177    0.014    0.000    0.014    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\enum.py:670(__new__)
    32451    0.028    0.000    0.090    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\re.py:289(_compile)
    32195    0.030    0.000    0.112    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\re.py:188(match)
    32059    0.030    0.000    0.145    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:132(_is_nth_color)
    31752    0.008    0.000    0.008    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:886(get_rasterized)
    31752    0.006    0.000    0.006    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:911(get_agg_filter)
    30912    0.077    0.000    0.185    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1867(__init__)
    30807    0.008    0.000    0.008    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:853(get_text)
    30587    0.007    0.000    0.007    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:714(get_family)
    30587    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:726(get_style)
    30587    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:733(get_variant)
    30587    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:739(get_weight)
    30587    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:748(get_stretch)
    29787    0.006    0.000    0.006    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:765(get_file)
    29786    0.099    0.000    0.157    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:697(__hash__)
    29786    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:894(get_math_fontfamily)
    29732    0.005    0.000    0.005    0.000 {method 'values' of 'dict' objects}
    28265    0.013    0.000    0.043    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\abc.py:117(__instancecheck__)
    28265    0.024    0.000    0.030    0.000 {built-in method _abc._abc_instancecheck}
    27936    0.137    0.000    0.328    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:780(__init__)
    26754    0.011    0.000    0.012    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:1201(set_text)
    26208    0.021    0.000    0.039    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\lines.py:1245(set_xdata)
26041/25973    0.008    0.000    0.009    0.000 {method 'join' of 'str' objects}
    25615    0.007    0.000    0.007    0.000 {built-in method builtins.delattr}
    25368    0.008    0.000    0.008    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\figure.py:2365(_set_dpi)
    25341    0.040    0.000    0.115    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:820(get_unitless_position)
    25074    0.019    0.000    0.036    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\lines.py:1257(set_ydata)
    25003    0.038    0.000    0.173    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:178(to_rgba)
23772/23142    0.178    0.000    0.840    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:1038(update)
    23748    0.038    0.000    0.130    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1829(transform_affine)
    23748    0.051    0.000    0.051    0.000 {built-in method matplotlib._path.affine_transform}
    23178    0.004    0.000    0.004    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1789(get_affine)
    23102    0.006    0.000    0.006    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\multiarray.py:736(dot)
    23102    0.028    0.000    0.166    0.000 <__array_function__ internals>:2(dot)
    22491    0.014    0.000    0.031    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
    21984    0.015    0.000    0.139    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1763(transform)
    21174    0.015    0.000    0.020    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:390(get_transform)
    20900    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
    20286    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:861(<listcomp>)
    20286    0.019    0.000    0.024    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:858(clean)
    20118    0.009    0.000    0.009    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:911(<listcomp>)
    20118    0.048    0.000    0.088    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:907(get_siblings)
    19068    0.008    0.000    0.008    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1739(<lambda>)
    19026    0.013    0.000    0.047    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:1141(set_x)
    18914    0.017    0.000    0.020    0.000 {built-in method builtins.max}
18476/16044    0.212    0.000    0.459    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2401(get_affine)
    18278    0.036    0.000    0.058    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\openpyxl\utils\cell.py:74(_get_column_letter)
    18270    0.010    0.000    0.035    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:1152(set_y)
    17959    0.002    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\typing.py:1353(cast)
    17766    0.060    0.000    0.071    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:207(set_children)
    17613    0.009    0.000    0.012    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:1879(_str_equal)
    17556    0.005    0.000    0.005    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\path.py:199(vertices)
    17523    0.025    0.000    0.159    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:341(ymax)
    17388    0.011    0.000    0.026    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2090(transform)
    17313    0.024    0.000    0.144    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:331(ymin)
    17139    0.008    0.000    0.008    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\__init__.py:153(<genexpr>)
    17136    0.007    0.000    0.010    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:1009(_normalize_font_family)
