Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],MAPE_P_el,MAPE_COP,MAPE_P_th,p1_Pdc [1/°C],p2_Pdc [1/°C],p3_Pdc [-],p4_Pdc [1/°C],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Airwell Residential,AW-YHPS08-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.65,39.0,63.0,15,average,3300,6700,2.03,,,-273.6512066269396,-0.004102844688485957,0.893470771283103,273.6034425523166,-99.98955596128135,0.013088553065160295,-0.034157589454080574,99.942328494099,186.17839188662663,-0.13185476142475802,8.888876626306988,-186.0641402234412,44.9347790584679,16.424917836328373,53.02259232866589,,,,,,,,,,,,,,,
Airwell Residential,AW-YHPS10-H91 + AW-WHPST0410-N91,2020-04-22,Outdoor Air/Water,Regulated,1.0,R32,1.65,39.0,65.0,15,average,3342,7520,2.25,,,-91.50102473986792,-0.0059544945201922325,0.9759837402066625,91.45077167475931,279.7256639231878,0.010054688435935124,0.11692116883526958,-279.775327353421,177.3098941500011,-0.1370788791589846,9.308662028467463,-177.162487266408,58.30817691219279,19.694380548522464,67.76117320237356,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 10KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,67.0,17,average,5026,9700,1.93,,,-249.2173179423077,0.006231817362038792,0.44993512262826985,249.18256697293893,-341.66344449191405,0.01658808087521385,-0.18465369133470352,341.6203373919973,70.67900726359947,-0.05490518696907702,5.534050825791299,-70.57520314276991,24.946800792511297,8.971818715190393,31.624362510228657,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 12KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17,average,5026,9700,1.93,,,283.81136763137494,-0.0060824888948556605,0.992997960068193,-283.86118974840696,255.4142531598376,0.010682886790080354,0.07190463013857075,-255.46526892078487,-142.53739186740654,-0.09419864904465727,7.212289293740567,142.65226032681616,40.42641552797416,9.830427308347009,44.01281451943472,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 12KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,70.0,27,average,4922,9500,1.93,,,-37.12113637890313,-0.006290115748918619,0.9993196771713482,37.076717694031416,212.76652363218682,0.010919031480000124,0.06751250325276925,-212.81559642325462,57.3822877182005,-0.11996586056807527,8.238725954692297,-57.23225901081892,40.7411718021573,19.31602606878869,32.584511180325215,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 14KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17,average,5707,11700,2.05,,,226.06088936474785,-0.004784652901091375,0.9124444294369618,-226.1085395246949,184.33289050286626,0.00947774056346623,0.1357056453778751,-184.3843354328115,69.59746712059052,-0.10646001716539512,7.718967224924625,-69.44408257712824,51.936143399096785,17.73992649440666,61.370660827088756,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 14KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,73.0,27,average,5743,11600,2.02,,,-124.8217325654641,-0.0017977396051259726,0.7923348202756192,124.78080327566946,-71.55834624298411,0.010952027106678391,0.07371535841552486,71.50861962361465,106.2397129219558,-0.10497975162005094,7.656845930416233,-106.07526070937516,36.60887293401785,19.364985615969204,47.52880376559557,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 16KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,,17,average,6089,12300,2.02,,,-19.9193242853108,-0.006812492119189833,1.008574118312734,19.869671444665816,-357.0516509772068,0.00919490531544425,0.16390457434242095,357.00315567621743,-160.299548906878,-0.0996222330442194,7.367386585331078,160.42801384133656,49.42124843665322,16.039286703056085,58.22202786314332,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 16KW H13,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,3.6,,73.0,27,average,5879,11700,1.99,,,-67.22861208193787,-0.0038313285279293033,0.8936677049941503,67.18673175264523,113.0228797007736,0.010657184899021212,0.1105928678429222,-113.0680577899518,212.85081409681567,-0.09618134718226286,7.260774598783032,-212.68854049326183,32.85250638121624,16.85206390503665,41.76129245561329,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 5KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,64.0,16,average,2950,5900,2.0,,,212.75335407379916,0.015549043811734019,0.019666322524404808,-212.774277459727,282.8277356596064,0.025210796807201355,-0.5581803842957827,-282.85888018389414,-107.00191093657853,-0.1194960289313788,8.275925404145204,107.13991116252643,19.440685657947,17.020227407984336,27.476834599439375,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 7KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,64.0,16,average,2950,5900,2.0,,,141.67164753480102,0.0008538082875199862,0.6695034502973206,-141.7121186403148,250.93197942369042,0.014093808207853343,-0.0732369190163737,-250.9774393369964,0.7291973058824324,-0.11891674596881033,8.237504620475777,-0.5791234492078381,45.57932530524689,19.6851745601484,54.55080123635664,,,,,,,,,,,,,,,
Airwell Residential,PAC BT MB 9KW H11,2018-07-30,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,,16,average,3889,7700,1.98,,,141.67470076938955,-0.0007050903781933666,0.7400100738033679,-141.7184000496948,312.30878592681097,0.00847541794665661,0.1809580118333481,-312.3614779144417,-80.31159073942092,-0.06593473706055346,6.0397192640643445,80.5028155791221,72.93321571026495,13.294010515287313,78.07820086510762,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-10KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19,average,5903,10920,1.85,,,-71.5337743642482,-0.004850711465470875,1.0504737668401931,71.51482833025537,-99.98392066154469,0.012670660357602758,0.06864371200273245,99.94772549871591,132.97465881906086,-0.09230667474129974,7.1943841081752575,-132.74432808740835,18.413801302012683,21.08337904142039,20.673039299312588,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-12KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,69.0,19,average,4257,8600,2.02,,,-35.99880231089929,-0.006661279145816643,1.1347117398364357,35.9778128132416,184.33758002573,0.011865858141014908,0.0812680943621261,-184.37956082813386,-89.18987830685205,-0.0767855921661211,6.879315407022065,89.40457522577576,9.040711324362752,13.050926000571494,19.339779832641494,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-12KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,,,19,average,5941,12120,2.04,,,70.6117085977501,0.0003378773825052926,0.8060809887087955,-70.62786741888195,455.0618217664716,0.016014383105974587,-0.06316417824851693,-455.0922319379203,-71.40327117062309,-0.09482689657495276,7.608311599759586,71.65687538218172,25.107004665247487,21.84104204189877,25.43425528349281,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-14KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,67.0,19,average,4423,8580,1.94,,,-124.7991910207792,0.003103851139305377,0.6201690666790016,124.78440589738838,304.9170607691752,0.016797474188331867,-0.20837519938674187,-304.9619380310912,-2.5638712416192986,-0.08605171333813533,7.130785198251751,2.787726228149173,9.400277001391126,13.854030810521513,17.540255945142974,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-14KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,,,19,average,4872,9550,1.96,,,70.61134237475936,-0.0003246758946452982,0.843995724676473,-70.62824058780053,228.58901412576046,0.016907190101891442,-0.1263267634169986,-228.6240533099489,177.32680542213188,-0.09105152091789306,7.2988492438347725,-177.13722069139953,10.985957342733972,12.377664741946132,22.688854784926203,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-16KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19,average,5742,10680,1.86,,,70.61204808723741,-0.0003687648814043929,0.8513828216372984,-70.62752851957869,212.7746113304496,0.015450702197848032,-0.04368708013492702,-212.80735188384787,-54.189385452988155,-0.0909208713191017,7.166219568178227,54.44236700023572,19.40539619573202,23.15792970373354,24.141636666755524,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-16KW-H13,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,3.9,35.0,70.0,19,average,5602,11260,2.01,,,212.7554994929277,0.000425690564699672,0.8100723337773651,-212.7721201289777,212.77612170791141,0.01573613507001006,-0.0381108449969166,-212.805802037188,139.61466644414065,-0.09239297140942744,7.512375822725263,-139.3322000863721,22.771220859549533,24.40116302696445,27.54511602222871,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-4KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.5,35.0,60.0,17,average,1394,2620,1.88,,,35.074688616492466,-0.022132684641907173,1.886760113239664,-35.09268068066876,212.76016644863617,0.0016737878671490615,0.4575444503174525,-212.822152199068,210.67202627150508,-0.09812517556353303,7.742570109047244,-210.42581687777482,22.44335105472937,18.03161283212316,17.225886524726555,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-6KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.5,35.0,62.0,17,average,2472,4770,1.93,,,-213.6769572957702,-0.0013079065955603744,0.8206635799174815,213.65958065694042,497.09383525367485,0.015906372201059043,-0.1640303219692512,-497.1375359908087,-231.36204349353773,-0.08945988927537507,7.129424766422861,231.51404623695626,17.0864528377279,9.909121806681977,23.44352547171053,,,,,,,,,,,,,,,
Airwell Residential,PAC-BT-UE-8KW-H11,2019-09-11,Outdoor Air/Water,Regulated,1.0,R410a,2.8,35.0,65.0,17,average,2994,5330,1.78,,,212.75866442650425,-0.0009939987744369495,0.8430874047038518,-212.7688640662172,241.19679180339563,0.013462907077781857,-0.0985335486862536,-241.25041190604702,17.42003068822885,-0.08048816340994226,6.785489746327706,-17.20823329656551,13.75717427555941,11.088499559347186,20.349368298915547,,,,,,,,,,,,,,,
Airwell Residential,WELLEA MONOBLOC 12 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,68.0,9,average,5507,11290,2.05,,,-213.68189205682643,0.004850113684017693,0.5055474642249226,213.6457682501503,-498.0357701314388,0.016496496803057027,-0.1597353336000741,497.99547661667236,-291.36020139513613,-0.07377640686043635,6.287698481968103,291.4508057743968,24.58260876519783,6.6503822264942265,29.34545279042677,,,,,,,,,,,,,,,
Airwell Residential,WELLEA MONOBLOC 14 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9,average,5941,12180,2.05,,,-284.7573113995477,0.0003859942070459177,0.6998588955098276,284.71489082814753,184.33521685690846,0.012969464654094518,-0.015643745577252396,-184.38200340831628,71.6876906194108,-0.07258066079130128,6.277591339345872,-71.59058526019022,33.09204139685114,7.405283970770428,37.25011099121235,,,,,,,,,,,,,,,
Airwell Residential,WELLEA MONOBLOC 16 KW 1PH,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.8,,71.0,9,average,6324,12900,2.04,,,-207.11107868618907,-0.004130212577092473,0.8960179834739563,207.06272010666427,-71.56010023032134,0.00857134689625539,0.170183985045043,71.50688038503823,-53.15022937190357,-0.0766104833955318,6.439113052832237,53.267192883783295,49.85438310603029,8.93582900882893,53.751646776914775,,,,,,,,,,,,,,,
Airwell Residential,WELLEA MONOBLOC 5KW,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.0,,61.0,9,average,2959,5830,1.97,,,-213.68500687151848,0.0004331781890033057,0.6941389731851771,213.6429881601249,-71.55591867956916,0.014895871413031963,-0.11298811984604308,71.51106671530314,-71.48512479944962,-0.08837596095002763,6.897614543453225,71.57449802549813,33.346456552552574,7.203471737133956,38.2774752995656,,,,,,,,,,,,,,,
Airwell Residential,WELLEA MONOBLOC 9KW,2020-01-17,Outdoor Air/Water,Regulated,1.0,R32,2.0,,67.0,9,average,3519,6580,1.87,,,-89.31308749994417,-0.007017286688711733,1.024018648895481,89.2625742341402,-99.99101525734885,0.01107904198017034,0.04912526912879982,99.94087172531343,66.25171495594114,-0.10733680693331134,7.684962962850195,-66.12821786321335,49.79526737881095,13.793645087240286,56.271774652701,,,,,,,,,,,,,,,
Argoclima ,AIM06EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.3,,65.0,5,average,1824,3100,1.7,,,0.0752776957542789,-0.015249684460413478,1.4125447914757918,-0.13024031467353034,180.71776689757482,0.0031630151291113487,0.38130261323427134,-180.7815531615855,0.13848590556395113,-0.07703564606413081,6.130043497373272,-0.008326830632781501,31.456231392510105,9.88763626207925,36.15403214090797,,,,,,,,,,,,,,,
Argoclima ,AIM08EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,1.46,,69.0,5,average,2661,4870,1.83,,,248.27505923681485,-0.009369337514882704,1.1223606952639542,-248.3254354675308,497.0913092153592,0.010329759538562536,0.09853139304908427,-497.13983264295035,215.18622172642395,-0.08601037870963077,6.5889633289239775,-215.06796649234684,28.293528699554443,10.818867025948467,31.571710980522514,,,,,,,,,,,,,,,
Argoclima ,AIM11EMX,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,2.5,,69.0,5,average,3772,6110,1.62,,,-71.53842664675537,-0.002026473731962069,0.8974009012581718,71.510252365331,-71.5578475591723,0.012154335589916163,-0.01958878316529182,71.50912332699987,203.96981695567644,-0.06242926432720613,5.690025725291705,-203.79489386357102,15.942901353219881,13.298779206793027,18.34381750924138,,,,,,,,,,,,,,,
Argoclima ,AIM14EMX3PH,2018-10-10,Outdoor Air/Water,Regulated,1.0,R410a,3.1,,70.0,5,average,5329,8420,1.58,,,70.60392256738433,-0.00019927799231265968,0.7457401898904122,-70.63565526090957,212.76746406863202,0.015495754775008962,-0.16957495723985047,-212.81476285661475,283.9195900190773,-0.08033245754144343,6.301213626902093,-283.7641718240756,15.58394513038976,11.776592733031151,20.87678997414309,,,,,,,,,,,,,,,
Argoclima ,AUAH + AEI1G50EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,1.3,46.0,65.0,5,average,1720,3010,1.75,,,106.14404614428841,0.00880888276289174,0.331772882501195,-106.16754681644647,-43.12287721929437,0.01746421773356124,-0.2310077667619236,43.07925782253611,-142.51930020919306,-0.07420457140432349,6.039375854408412,142.68363021715044,15.125822812562024,13.520545089191046,21.677493122015534,,,,,,,,,,,,,,,
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.7,46.0,65.0,5,average,2503,3980,1.59,,,283.813763923826,-0.009812881620786069,1.2052351637760832,-283.85885103911016,-120.05715683004765,0.008845779755151505,0.13689545250515645,120.00197815705693,-104.7624345403038,-0.07598101960467676,6.146205338426813,104.92511803955122,21.62507642920033,12.120375119241896,26.411598846805855,,,,,,,,,,,,,,,
Argoclima ,AUCH + AEI1G110BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,3.38,46.0,69.0,5,average,4052,6280,1.55,,,-5.193064764803286,-0.007557531789625028,1.0683605758722434,5.150682040558416,212.76114353479758,0.007900509901113966,0.14758644124597167,-212.82111123108558,-62.554288514418964,-0.07375313951664228,6.019152606486348,62.73246325309743,40.84736400228743,11.271852283321705,34.1660283447987,,,,,,,,,,,,,,,
Argoclima ,AUCH + AEI1G80BEMX,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,2.99,46.0,69.0,5,average,3072,5100,1.66,,,212.74231710336545,-0.00666890622991907,1.0067402930438,-212.78581755467218,184.331306014398,0.010533451308807187,0.05174814716097576,-184.38597485583642,248.37569400351646,-0.07575926163533234,6.062878354262137,-248.2331665464189,25.512757071669768,10.070733861721852,30.488106350493695,,,,,,,,,,,,,,,
Argoclima ,AUDH + AEI1G140EMX3PH,2019-02-21,Outdoor Air/Water,Regulated,1.0,R410a,4.4,46.0,70.0,5,average,5412,8280,1.53,,,177.20763367338196,-0.0139363516861361,1.3913086341436112,-177.24851173568734,179.52013917503342,0.01016733943563772,0.05302703622301929,-179.57625580540372,-213.60527417730395,-0.08902408090021886,6.6656100390803,213.73230070924012,11.972805878012586,8.669853266414574,17.33003735198064,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 04X,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,57.0,13,average,1790,4100,2.29,,,212.74234299580857,-0.006427987260610355,0.998009953430876,-212.78578521906857,330.00903298497155,0.010449694133160476,0.10736901115294896,-330.0566784697964,-9.297969807862264,-0.10410038448395216,7.653215878118246,9.382679739325726,12.38516361641513,10.805477550953992,13.076776402152861,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 05X,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,59.0,13,average,2296,5190,2.26,,,-124.84714370367449,0.0005742762815241802,0.6850972453139249,124.80973734334309,-43.12292747059679,0.013875853929529863,-0.04865113004860835,43.07910770786528,-152.82570227578938,-0.09192113723275634,7.172559392499412,152.92991076324458,18.28746480372675,10.250379940432213,18.455659587627725,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 07,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.77,15.0,61.0,13,average,3037,6590,2.17,,,-91.53223145834328,-0.003012142670893596,0.8547829304724442,91.49394075374107,-71.5567286898186,0.01271074110619492,-0.0013762512398901015,71.510217789123,141.75405330913142,-0.09317058200147194,7.187208205461986,-141.65675914356302,8.767269171266225,8.480611086429137,10.965183961882632,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 11,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20,average,4424,10220,2.31,,,70.60004266999782,-0.0049778039290959844,0.9350694205514656,-70.63953575168817,212.76605846833974,0.010226839801977451,0.10380753244779332,-212.81607105479503,4.043154507745576,-0.118878788757677,8.379971373111287,-3.9280867827245753,13.435701749602014,15.748746835310323,17.32854205391229,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP HYBRID MINI EVO 9,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20,average,3582,8310,2.32,,,4.096021788830433,-0.0062088642856255065,1.0113138421880008,-4.133430837562018,235.51312444837586,0.010554889550670144,0.10974701937870547,-235.5608893471476,212.83177786109349,-0.12426795147063464,8.611118203823033,-212.71482381721438,7.259695235744247,16.119895474127098,11.367734382661785,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 04-RX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,56.0,11,average,1800,4230,2.35,,,-20.60009800153196,-0.0036077474208159187,0.8882465082205729,20.560233518412193,-19.91367417601088,0.012229344419583907,0.04232502423842968,19.868772361549706,213.9482984163976,-0.1142410921458503,8.334203458177585,-213.81748859043824,13.040102648469418,13.501204460703027,17.479804980903005,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 05M-CRX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,58.0,11,average,2306,5350,2.32,,,-128.41458137918806,0.002889539825610057,0.5960209508222155,128.37985547825866,-239.79450891484242,0.015561411701879803,-0.10556974547579204,239.75387532179343,-67.01301390953878,-0.10090426818314033,7.812769973784436,67.16503228667754,18.060616906144727,12.449956631963794,21.293860287246392,,,,,,,,,,,,,,,
Ariston Thermo Group,AEROTOP SPLIT 07M-CR,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.08,36.0,60.0,11,average,3063,6800,2.22,,,-138.17282005570846,-0.00259363071393138,0.8252482015143522,138.13614246482052,263.62135271388155,0.0131679515074673,-0.032581679803612304,-263.66848020396594,212.84270789988773,-0.10298384168195872,7.846863979929748,-212.69929211045482,11.681311053525171,11.049746778344533,18.055897746333137,,,,,,,,,,,,,,,
